Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Owner_Count,Price
Kia,Rio,2012,3.6,Petrol,Automatic,244437,2,7911
Kia,Sportage,2016,2.1,Electric,Manual,134097,5,10318
Ford,Fiesta,2010,1.1,Hybrid,Manual,98700,3,7226
Mercedes,E-Class,2018,1.6,Hybrid,Manual,78445,4,10531
Chevrolet,Equinox,2001,3.6,Hybrid,Semi-Automatic,93140,1,7137
Hyundai,Elantra,2006,3.0,Diesel,Automatic,288209,2,4635
Hyundai,Sonata,2009,4.4,Hybrid,Semi-Automatic,282931,3,6541
Volkswagen,Passat,2023,3.0,Hybrid,Automatic,242006,1,11659
Kia,Optima,2006,4.6,Hybrid,Manual,272450,3,6051
Kia,Sportage,2002,4.4,Petrol,Automatic,54982,5,9500
Chevrolet,Malibu,2003,1.2,Diesel,Semi-Automatic,53980,3,5120
Ford,Explorer,2019,1.6,Hybrid,Semi-Automatic,84291,4,10714
Hyundai,Sonata,2002,3.1,Hybrid,Semi-Automatic,264010,1,3519
Audi,A3,2020,1.7,Hybrid,Semi-Automatic,54068,1,11718
Hyundai,Tucson,2002,4.4,Petrol,Manual,253283,1,4034
BMW,5 Series,2010,1.1,Petrol,Automatic,1666,3,9666
Honda,Accord,2000,2.8,Electric,Automatic,128713,2,7825
Toyota,Camry,2004,2.9,Diesel,Automatic,155101,5,6597
Volkswagen,Passat,2002,3.1,Diesel,Automatic,153222,2,6235
BMW,3 Series,2004,3.0,Electric,Semi-Automatic,140269,1,7494
Toyota,Corolla,2022,4.6,Diesel,Automatic,48034,1,15839
Honda,Accord,2007,1.7,Electric,Automatic,197700,4,7446
Ford,Focus,2020,1.3,Hybrid,Manual,130961,4,9780
Volkswagen,Tiguan,2009,1.5,Electric,Semi-Automatic,204370,4,6212
Ford,Explorer,2005,1.9,Diesel,Semi-Automatic,103956,2,5420
Chevrolet,Equinox,2004,3.0,Electric,Manual,86109,5,8577
Kia,Sportage,2011,1.7,Hybrid,Manual,264104,2,4817
Honda,Accord,2019,2.1,Petrol,Automatic,1068,1,13378
Hyundai,Elantra,2004,3.1,Electric,Automatic,202084,1,7858
BMW,3 Series,2012,4.5,Petrol,Semi-Automatic,78159,1,10636
Kia,Optima,2012,2.7,Electric,Automatic,188249,4,10135
Audi,A4,2021,3.6,Diesel,Semi-Automatic,252284,4,8954
Mercedes,C-Class,2011,4.8,Diesel,Manual,120010,5,9799
Mercedes,GLA,2007,4.8,Petrol,Semi-Automatic,77167,4,9456
Audi,Q5,2021,3.0,Diesel,Semi-Automatic,226346,4,8873
Toyota,Camry,2014,4.1,Diesel,Automatic,35164,3,13196
Ford,Explorer,2015,4.3,Electric,Manual,147409,1,11951
Ford,Fiesta,2016,3.6,Diesel,Manual,292131,4,6657
Kia,Rio,2016,1.6,Electric,Automatic,285860,5,8282
Audi,A3,2005,2.3,Electric,Manual,112828,2,7643
Audi,Q5,2023,3.5,Hybrid,Semi-Automatic,225090,2,10998
Volkswagen,Golf,2003,2.5,Electric,Manual,235804,1,4783
Kia,Rio,2007,4.7,Electric,Manual,18622,3,12527
Honda,Civic,2001,1.8,Electric,Semi-Automatic,38814,5,7423
Volkswagen,Golf,2001,2.3,Diesel,Manual,64027,2,5419
Kia,Rio,2013,2.7,Hybrid,Manual,155927,4,8581
Honda,CR-V,2000,3.5,Hybrid,Semi-Automatic,181019,2,4979
Ford,Focus,2014,3.8,Diesel,Semi-Automatic,91618,4,10267
Chevrolet,Equinox,2004,2.6,Hybrid,Semi-Automatic,234638,3,4207
Ford,Focus,2006,4.4,Hybrid,Automatic,213796,4,8524
Hyundai,Elantra,2008,4.5,Electric,Semi-Automatic,242378,3,8152
Kia,Optima,2015,3.4,Electric,Manual,68256,2,12634
Honda,CR-V,2012,4.9,Electric,Manual,4608,2,14507
Ford,Fiesta,2014,4.7,Electric,Automatic,262198,2,11256
Hyundai,Elantra,2014,3.7,Petrol,Semi-Automatic,203553,5,7928
Audi,A4,2007,1.4,Petrol,Manual,252417,3,2551
Ford,Focus,2010,3.9,Hybrid,Automatic,42902,5,12641
Audi,A4,2020,4.8,Electric,Manual,116761,3,14564
Mercedes,C-Class,2015,2.7,Diesel,Manual,181326,5,7673
Ford,Explorer,2008,4.1,Electric,Manual,286699,5,6866
Toyota,RAV4,2013,3.8,Hybrid,Automatic,149662,1,11306
Volkswagen,Tiguan,2019,4.7,Petrol,Semi-Automatic,213300,1,10234
Toyota,RAV4,2015,2.0,Diesel,Manual,125458,3,8090
Hyundai,Sonata,2011,2.5,Petrol,Manual,61333,1,8673
BMW,X5,2009,3.8,Electric,Automatic,103338,3,12033
Hyundai,Elantra,2019,1.9,Electric,Automatic,44978,4,14300
Honda,Accord,2002,2.5,Electric,Automatic,119657,2,8306
Ford,Explorer,2003,2.2,Electric,Manual,106537,4,7069
Honda,Accord,2005,2.8,Electric,Manual,228351,2,5832
Volkswagen,Golf,2000,1.0,Hybrid,Semi-Automatic,156258,1,2974
Mercedes,C-Class,2022,3.6,Diesel,Manual,233628,2,9627
Honda,Accord,2000,2.9,Hybrid,Semi-Automatic,238272,1,3234
Chevrolet,Malibu,2023,2.0,Diesel,Manual,280794,3,7384
Kia,Rio,2005,2.6,Diesel,Semi-Automatic,14058,4,7918
Audi,A3,2018,3.3,Hybrid,Semi-Automatic,274434,2,8311
Chevrolet,Equinox,2015,3.2,Diesel,Automatic,60419,4,12091
BMW,X5,2021,5.0,Petrol,Semi-Automatic,98604,4,13427
Volkswagen,Golf,2023,1.6,Petrol,Automatic,133425,5,11431
Hyundai,Tucson,2004,4.2,Hybrid,Manual,271816,5,5063
Mercedes,GLA,2019,2.9,Petrol,Semi-Automatic,247451,3,7750
Ford,Fiesta,2014,4.7,Petrol,Semi-Automatic,85892,2,11282
Ford,Explorer,2006,3.1,Electric,Semi-Automatic,252610,3,5947
Audi,A4,2020,1.3,Hybrid,Manual,282883,1,6742
BMW,5 Series,2020,2.7,Hybrid,Semi-Automatic,109271,4,11614
Mercedes,GLA,2018,2.0,Hybrid,Automatic,119566,5,11608
Ford,Focus,2009,3.0,Diesel,Manual,54105,2,8717
Honda,CR-V,2020,2.4,Hybrid,Manual,103185,3,11436
Chevrolet,Impala,2010,1.8,Hybrid,Manual,227999,1,5340
BMW,X5,2000,1.1,Hybrid,Automatic,141537,2,4869
Hyundai,Elantra,2022,2.8,Diesel,Automatic,250524,5,9989
BMW,5 Series,2012,1.7,Petrol,Automatic,163543,4,7629
Audi,A4,2021,2.7,Petrol,Manual,283597,2,7428
Kia,Rio,2021,3.6,Petrol,Automatic,79401,3,13911
Ford,Fiesta,2007,3.4,Electric,Manual,125769,1,9084
Hyundai,Sonata,2009,4.1,Diesel,Manual,67077,5,9558
Hyundai,Sonata,2007,2.3,Electric,Manual,76257,3,8974
Ford,Focus,2010,1.2,Electric,Automatic,220484,4,7390
Toyota,Camry,2010,4.7,Petrol,Semi-Automatic,155338,1,8693
Volkswagen,Tiguan,2006,3.1,Electric,Automatic,135166,1,9796
Ford,Fiesta,2009,2.4,Petrol,Automatic,22624,4,10247
Audi,A3,2002,3.2,Hybrid,Automatic,106780,5,8264
Mercedes,C-Class,2017,2.3,Electric,Semi-Automatic,40455,1,12690
Ford,Explorer,2007,1.1,Diesel,Semi-Automatic,261935,2,2061
Honda,CR-V,2015,2.2,Electric,Manual,164031,5,9519
Mercedes,GLA,2018,4.8,Hybrid,Automatic,108824,4,14623
Honda,CR-V,2001,4.3,Petrol,Semi-Automatic,67506,4,7349
Mercedes,C-Class,2013,1.5,Hybrid,Automatic,198747,4,8025
Honda,CR-V,2004,1.3,Electric,Automatic,189304,1,6313
Audi,A3,2019,3.1,Diesel,Semi-Automatic,171550,5,9469
Chevrolet,Malibu,2011,4.8,Electric,Automatic,49802,4,14703
Kia,Rio,2006,4.9,Electric,Manual,32528,3,12149
Kia,Rio,2002,3.3,Diesel,Automatic,252871,2,4442
Hyundai,Tucson,2010,3.6,Diesel,Semi-Automatic,37887,5,9942
Kia,Optima,2003,1.5,Electric,Automatic,243023,3,5139
Ford,Fiesta,2011,5.0,Petrol,Automatic,125014,5,11399
BMW,X5,2007,2.0,Electric,Automatic,225309,5,7193
Volkswagen,Golf,2012,1.5,Electric,Semi-Automatic,19946,4,10801
Toyota,RAV4,2016,1.5,Electric,Semi-Automatic,34256,3,11714
BMW,X5,2007,2.1,Electric,Manual,48326,4,9333
Chevrolet,Impala,2018,3.9,Hybrid,Automatic,22059,3,15458
BMW,5 Series,2016,3.1,Petrol,Automatic,82589,3,11848
Mercedes,GLA,2005,3.5,Hybrid,Manual,254719,4,5005
Volkswagen,Tiguan,2012,2.8,Diesel,Manual,22534,2,10049
Audi,A4,2009,3.3,Electric,Semi-Automatic,105672,2,9986
Ford,Focus,2013,3.5,Electric,Manual,184223,1,9815
Ford,Fiesta,2012,3.4,Electric,Automatic,66901,3,13261
Toyota,Camry,2014,2.8,Petrol,Semi-Automatic,277899,5,5542
Hyundai,Elantra,2010,4.5,Hybrid,Manual,93756,1,10724
Mercedes,GLA,2005,3.8,Electric,Automatic,159958,2,9700
Hyundai,Tucson,2020,2.7,Petrol,Automatic,130146,3,11697
Audi,Q5,2017,3.4,Petrol,Semi-Automatic,184285,3,8914
Ford,Explorer,2001,1.1,Hybrid,Manual,221586,5,2068
Ford,Explorer,2005,2.1,Electric,Automatic,40020,2,10399
Volkswagen,Tiguan,2017,3.3,Electric,Automatic,201512,3,11969
Kia,Sportage,2014,1.3,Diesel,Semi-Automatic,180373,5,5992
Toyota,Corolla,2014,4.7,Petrol,Semi-Automatic,114382,3,10712
Mercedes,E-Class,2003,1.9,Petrol,Automatic,211135,1,4177
Mercedes,C-Class,2007,2.0,Petrol,Semi-Automatic,118689,1,5826
Kia,Sportage,2017,3.4,Diesel,Manual,149589,2,9608
Audi,A4,2022,1.4,Electric,Manual,84573,4,12408
Chevrolet,Impala,2004,1.8,Diesel,Semi-Automatic,149851,2,4102
Hyundai,Sonata,2002,2.4,Petrol,Automatic,122979,5,6140
Audi,A4,2018,1.6,Diesel,Manual,180019,5,7499
BMW,3 Series,2001,4.7,Diesel,Semi-Automatic,107974,3,6940
Mercedes,GLA,2003,2.2,Hybrid,Semi-Automatic,17393,5,7852
Ford,Fiesta,2001,2.6,Electric,Semi-Automatic,74,2,8998
Toyota,Corolla,2014,1.2,Electric,Automatic,215776,4,8684
Volkswagen,Golf,2022,4.1,Hybrid,Semi-Automatic,15423,3,15491
Volkswagen,Tiguan,2009,2.1,Diesel,Automatic,216808,1,6063
BMW,3 Series,2001,4.2,Electric,Automatic,271492,3,6670
BMW,5 Series,2017,2.7,Electric,Automatic,23058,3,14938
Toyota,Corolla,2015,4.9,Electric,Manual,292193,2,9656
Mercedes,C-Class,2020,1.2,Petrol,Manual,100045,5,9299
Toyota,Corolla,2018,3.5,Petrol,Automatic,230823,5,9883
Ford,Fiesta,2020,2.9,Hybrid,Automatic,123389,4,13032
Kia,Sportage,2020,2.7,Diesel,Automatic,87168,3,12556
Honda,CR-V,2016,3.2,Diesel,Manual,253949,1,7021
Ford,Focus,2001,4.1,Diesel,Semi-Automatic,88202,5,6735
Volkswagen,Golf,2010,4.6,Hybrid,Semi-Automatic,89735,5,10905
Chevrolet,Malibu,2015,4.3,Petrol,Semi-Automatic,190674,1,9086
Honda,Civic,2007,3.0,Diesel,Manual,45399,1,8292
Kia,Sportage,2015,3.5,Diesel,Manual,118075,3,9738
BMW,5 Series,2023,1.8,Electric,Semi-Automatic,212962,4,10540
Ford,Explorer,2000,1.8,Hybrid,Manual,222734,4,2445
Volkswagen,Passat,2000,4.8,Electric,Automatic,158249,2,9235
BMW,3 Series,2008,4.4,Petrol,Semi-Automatic,268020,1,5539
Toyota,Corolla,2015,3.0,Electric,Manual,102552,3,11548
Honda,CR-V,2004,3.9,Electric,Automatic,96421,5,10771
Honda,Civic,2018,2.2,Hybrid,Automatic,227142,3,9657
Toyota,RAV4,2002,1.7,Petrol,Automatic,265079,4,2598
Kia,Sportage,2001,3.3,Electric,Semi-Automatic,258462,4,4530
Honda,Civic,2007,1.6,Electric,Semi-Automatic,84889,3,8102
Volkswagen,Tiguan,2023,4.6,Diesel,Automatic,193427,1,13231
Hyundai,Sonata,2020,3.4,Hybrid,Automatic,15353,4,15692
Honda,CR-V,2022,3.0,Diesel,Automatic,95078,2,13298
Volkswagen,Golf,2003,4.2,Petrol,Automatic,92303,1,8853
Ford,Explorer,2011,1.1,Diesel,Manual,122843,5,6043
Volkswagen,Passat,2006,3.3,Hybrid,Semi-Automatic,203140,1,6137
Audi,Q5,2019,1.5,Hybrid,Automatic,299007,2,7819
Honda,Civic,2000,3.6,Hybrid,Semi-Automatic,71037,2,7279
Hyundai,Tucson,2017,4.3,Diesel,Semi-Automatic,190312,2,9693
Kia,Sportage,2003,2.3,Diesel,Automatic,138463,1,6030
Volkswagen,Tiguan,2011,4.2,Hybrid,Manual,49206,5,11615
BMW,5 Series,2009,1.8,Electric,Semi-Automatic,115364,1,8292
Toyota,RAV4,2021,3.3,Diesel,Automatic,291239,2,9375
Mercedes,C-Class,2000,4.2,Petrol,Manual,270079,2,2898
Mercedes,E-Class,2015,2.4,Diesel,Semi-Automatic,260513,5,5789
Toyota,Corolla,2016,3.7,Diesel,Semi-Automatic,191330,2,8773
Volkswagen,Tiguan,2019,3.9,Electric,Manual,133300,1,13034
Honda,Accord,2020,3.6,Hybrid,Semi-Automatic,51251,5,13674
BMW,X5,2021,1.7,Petrol,Semi-Automatic,48231,2,11135
Chevrolet,Impala,2013,2.2,Electric,Automatic,196832,1,9763
Hyundai,Elantra,2023,4.3,Petrol,Semi-Automatic,49540,2,14309
Chevrolet,Malibu,2014,2.2,Electric,Automatic,47950,1,13041
Audi,Q5,2014,4.0,Petrol,Semi-Automatic,237177,4,7556
Volkswagen,Tiguan,2011,4.9,Petrol,Semi-Automatic,285572,4,6588
Ford,Focus,2017,3.6,Petrol,Semi-Automatic,263823,4,7523
Volkswagen,Tiguan,2020,2.3,Petrol,Automatic,134572,1,11208
Ford,Explorer,2019,3.7,Electric,Manual,234754,2,10804
BMW,3 Series,2019,3.2,Electric,Manual,248880,5,10022
Ford,Explorer,2010,1.6,Petrol,Manual,36425,4,7971
Kia,Optima,2001,4.2,Electric,Semi-Automatic,189692,5,6806
Toyota,Corolla,2001,4.8,Electric,Semi-Automatic,107723,3,9045
Kia,Rio,2023,3.4,Petrol,Manual,177464,3,10850
Audi,A4,2011,2.8,Petrol,Manual,104757,5,8104
Kia,Sportage,2017,2.6,Electric,Automatic,108462,1,13130
Hyundai,Sonata,2022,3.1,Hybrid,Automatic,28342,5,15733
Volkswagen,Golf,2016,2.8,Hybrid,Automatic,218978,1,9820
BMW,5 Series,2018,3.9,Electric,Manual,216924,3,11061
Ford,Fiesta,2014,2.8,Electric,Semi-Automatic,136710,1,10365
Hyundai,Elantra,2001,4.1,Petrol,Manual,187046,3,4759
Hyundai,Elantra,2005,2.7,Hybrid,Automatic,45510,3,9889
Ford,Explorer,2003,1.4,Diesel,Automatic,267644,3,2547
Mercedes,GLA,2002,4.8,Diesel,Automatic,248863,1,6022
BMW,5 Series,2022,1.6,Petrol,Automatic,112224,1,11555
BMW,3 Series,2012,4.1,Hybrid,Semi-Automatic,269110,5,7417
Kia,Rio,2006,1.1,Hybrid,Automatic,71600,2,8068
Mercedes,C-Class,2020,2.3,Electric,Manual,167084,4,11058
Hyundai,Elantra,2018,3.0,Hybrid,Manual,209783,4,9304
Honda,CR-V,2000,2.4,Electric,Automatic,122782,3,7544
Volkswagen,Passat,2018,3.5,Electric,Manual,44918,3,14101
BMW,X5,2011,3.3,Hybrid,Semi-Automatic,59350,1,10513
Toyota,Camry,2005,4.4,Petrol,Automatic,124854,2,9002
Honda,Accord,2002,1.7,Hybrid,Manual,129658,2,4806
Ford,Explorer,2017,5.0,Electric,Semi-Automatic,174286,1,12714
Audi,A4,2009,4.5,Petrol,Automatic,119948,3,10401
Audi,A4,2000,3.8,Petrol,Semi-Automatic,63543,1,6629
BMW,5 Series,2005,3.9,Diesel,Semi-Automatic,123959,3,7020
Mercedes,GLA,2020,1.7,Diesel,Automatic,119413,3,10911
Mercedes,GLA,2002,4.6,Electric,Automatic,28405,4,12231
Audi,Q5,2010,3.8,Diesel,Automatic,19071,1,12018
Chevrolet,Equinox,2017,1.8,Petrol,Semi-Automatic,96482,5,9070
Honda,Civic,2015,2.3,Electric,Semi-Automatic,207427,5,8751
Hyundai,Elantra,2012,2.6,Petrol,Semi-Automatic,291400,2,4472
Chevrolet,Impala,2023,2.1,Petrol,Automatic,41573,4,13768
Chevrolet,Equinox,2003,3.3,Hybrid,Automatic,100141,3,8797
Chevrolet,Equinox,2012,1.4,Diesel,Semi-Automatic,128584,5,6528
Ford,Explorer,2003,4.9,Diesel,Automatic,299066,3,5418
Mercedes,E-Class,2004,1.2,Diesel,Automatic,141943,1,5161
Volkswagen,Passat,2015,4.2,Petrol,Automatic,263711,2,9025
Audi,A4,2010,3.4,Hybrid,Automatic,281978,2,7360
Chevrolet,Malibu,2002,1.7,Electric,Manual,214459,1,4110
Honda,CR-V,2002,1.8,Electric,Manual,159351,3,5312
Chevrolet,Malibu,2000,2.8,Petrol,Manual,280108,3,2000
BMW,3 Series,2011,2.8,Hybrid,Manual,178509,4,7629
Hyundai,Sonata,2004,4.0,Petrol,Manual,17140,2,8957
Audi,A4,2017,2.6,Petrol,Automatic,280103,5,7697
Toyota,Camry,2012,4.1,Hybrid,Automatic,97971,1,12340
Audi,A3,2010,4.6,Electric,Automatic,226022,3,10679
Toyota,Corolla,2004,2.6,Petrol,Automatic,88330,4,7633
Mercedes,GLA,2012,4.7,Electric,Semi-Automatic,251019,3,9379
Kia,Rio,2021,1.4,Hybrid,Manual,115527,1,10489
BMW,5 Series,2020,4.1,Hybrid,Automatic,65158,1,15396
Honda,Civic,2011,4.6,Petrol,Semi-Automatic,136182,2,9276
Audi,A4,2018,3.3,Hybrid,Manual,171346,1,10373
BMW,3 Series,2011,3.9,Petrol,Automatic,31189,3,12176
Toyota,RAV4,2019,3.6,Diesel,Manual,98479,2,11430
Ford,Focus,2010,1.2,Electric,Automatic,214493,3,7510
Honda,Accord,2023,5.0,Petrol,Manual,238324,2,11233
BMW,X5,2000,3.3,Diesel,Manual,194043,4,3519
Audi,A4,2022,4.6,Hybrid,Semi-Automatic,226584,4,11768
Volkswagen,Tiguan,2017,2.6,Hybrid,Automatic,233248,1,9635
Audi,A3,2007,3.7,Electric,Automatic,213520,3,9129
Audi,Q5,2019,1.4,Diesel,Automatic,280967,3,7080
Ford,Fiesta,2006,2.7,Hybrid,Manual,51538,2,8569
Chevrolet,Malibu,2001,4.9,Petrol,Manual,70195,2,7896
Mercedes,C-Class,2015,4.4,Hybrid,Semi-Automatic,139468,4,11210
Chevrolet,Impala,2005,3.1,Hybrid,Semi-Automatic,42542,4,8849
Hyundai,Tucson,2020,2.3,Hybrid,Semi-Automatic,192030,1,9559
Toyota,Corolla,2023,3.4,Hybrid,Semi-Automatic,19096,2,15018
BMW,5 Series,2002,4.7,Diesel,Semi-Automatic,273477,4,3930
Ford,Explorer,2012,1.7,Diesel,Semi-Automatic,18936,4,9021
Honda,Civic,2009,2.3,Petrol,Manual,182780,2,5444
Ford,Focus,2019,4.6,Diesel,Automatic,141392,5,13072
BMW,X5,2009,3.1,Petrol,Manual,65564,4,8588
Honda,CR-V,2017,1.6,Electric,Semi-Automatic,125535,3,10289
BMW,3 Series,2004,3.0,Electric,Manual,215571,5,5988
Hyundai,Tucson,2021,3.9,Diesel,Automatic,217374,4,11452
Hyundai,Tucson,2004,4.0,Hybrid,Automatic,173201,2,8335
Honda,Civic,2019,3.2,Diesel,Manual,158300,2,9834
Chevrolet,Malibu,2022,4.8,Hybrid,Semi-Automatic,117267,4,14154
Chevrolet,Impala,2014,2.0,Petrol,Automatic,181881,5,8162
Toyota,Corolla,2017,1.6,Electric,Semi-Automatic,46400,3,11872
Ford,Fiesta,2005,4.2,Petrol,Manual,125377,1,7292
BMW,3 Series,2018,5.0,Diesel,Manual,142084,2,11658
Mercedes,E-Class,2014,1.7,Petrol,Manual,95579,3,8088
Honda,Civic,2002,4.3,Diesel,Manual,275483,1,3490
Kia,Rio,2004,3.7,Diesel,Automatic,68962,5,9120
Volkswagen,Golf,2010,3.1,Hybrid,Semi-Automatic,265548,4,5889
Kia,Sportage,2015,4.0,Hybrid,Semi-Automatic,161451,5,10370
Toyota,Corolla,2014,1.4,Electric,Semi-Automatic,173573,4,8228
Mercedes,C-Class,2020,1.6,Petrol,Automatic,258410,1,8031
Mercedes,E-Class,2018,2.2,Electric,Manual,68474,1,12330
Honda,Accord,2003,2.2,Electric,Manual,278555,3,3628
Kia,Sportage,2012,2.7,Electric,Semi-Automatic,113357,4,10132
Honda,Civic,2022,1.2,Petrol,Semi-Automatic,118189,2,9536
Kia,Sportage,2005,3.0,Electric,Automatic,52129,4,11057
Kia,Optima,2020,1.3,Petrol,Automatic,1213,5,12875
Toyota,RAV4,2007,4.9,Hybrid,Semi-Automatic,193478,4,8230
Chevrolet,Equinox,2007,2.9,Diesel,Manual,109544,4,6909
Volkswagen,Golf,2022,4.6,Diesel,Manual,145259,3,12394
Hyundai,Tucson,2022,1.3,Diesel,Semi-Automatic,86670,4,10266
Honda,CR-V,2022,3.8,Electric,Manual,90870,5,14682
Chevrolet,Equinox,2010,2.4,Electric,Semi-Automatic,88040,2,9739
Volkswagen,Passat,2007,3.0,Electric,Manual,272439,3,5751
BMW,5 Series,2018,4.6,Diesel,Manual,193942,1,10221
Audi,A4,2006,2.6,Petrol,Automatic,286546,4,4269
Honda,Civic,2008,4.5,Hybrid,Automatic,140691,1,10686
BMW,5 Series,2023,2.7,Diesel,Semi-Automatic,151802,4,10663
Audi,Q5,2012,3.3,Hybrid,Semi-Automatic,47107,5,11057
Chevrolet,Equinox,2015,2.9,Diesel,Semi-Automatic,116244,2,9175
Toyota,Corolla,2013,1.7,Electric,Semi-Automatic,248675,2,6726
Chevrolet,Malibu,2023,3.6,Hybrid,Manual,206061,5,11478
Toyota,RAV4,2003,3.7,Hybrid,Semi-Automatic,248288,1,4734
Toyota,Corolla,2020,2.8,Hybrid,Semi-Automatic,200179,3,9896
BMW,X5,2001,2.8,Hybrid,Automatic,124896,3,7202
Honda,Civic,2011,4.4,Hybrid,Semi-Automatic,34683,5,12106
BMW,5 Series,2008,4.6,Petrol,Automatic,211540,3,8369
Mercedes,C-Class,2020,4.3,Petrol,Semi-Automatic,245144,1,9497
Honda,CR-V,2006,2.6,Electric,Semi-Automatic,126424,5,7971
Chevrolet,Impala,2016,1.2,Hybrid,Manual,80455,4,9490
Honda,CR-V,2020,1.1,Electric,Manual,231642,1,8567
Kia,Sportage,2004,3.4,Electric,Automatic,93978,2,10320
Volkswagen,Passat,2005,1.5,Petrol,Manual,217997,4,2740
Hyundai,Sonata,2012,1.8,Hybrid,Manual,74195,1,9016
Hyundai,Sonata,2012,3.1,Electric,Automatic,211305,3,10073
Ford,Fiesta,2018,2.0,Petrol,Manual,5196,3,11396
Audi,Q5,2016,4.4,Hybrid,Semi-Automatic,181485,3,10670
BMW,X5,2019,4.0,Hybrid,Manual,238714,2,10025
Toyota,Camry,2012,3.9,Diesel,Manual,22645,4,11147
Audi,Q5,2012,1.3,Petrol,Automatic,89321,4,8713
BMW,X5,2014,3.8,Hybrid,Automatic,174202,4,11115
Toyota,RAV4,2023,1.0,Electric,Automatic,131850,4,12863
Mercedes,C-Class,2002,1.8,Electric,Semi-Automatic,236758,5,3764
Ford,Explorer,2014,2.5,Diesel,Automatic,172033,2,8859
Hyundai,Elantra,2014,3.1,Electric,Automatic,115640,1,12587
Mercedes,C-Class,2013,3.8,Diesel,Semi-Automatic,286873,1,6062
Toyota,Corolla,2016,3.8,Electric,Semi-Automatic,276633,5,9167
Kia,Rio,2016,1.7,Hybrid,Manual,104572,1,9508
Ford,Explorer,2007,1.8,Hybrid,Semi-Automatic,294977,2,3100
Hyundai,Elantra,2019,1.2,Petrol,Automatic,241090,4,7678
Kia,Rio,2018,4.4,Diesel,Manual,36711,4,13165
Volkswagen,Golf,2010,2.9,Electric,Manual,249910,3,7001
Hyundai,Tucson,2015,3.1,Petrol,Manual,257380,2,6552
Honda,Accord,2000,1.4,Diesel,Automatic,69339,4,5613
Hyundai,Tucson,2007,1.7,Diesel,Automatic,266758,2,4064
Audi,A3,2008,3.9,Hybrid,Automatic,217728,5,8545
BMW,3 Series,2019,4.0,Electric,Semi-Automatic,110440,1,13591
Volkswagen,Tiguan,2023,1.5,Diesel,Automatic,253722,2,8925
Volkswagen,Golf,2006,4.6,Diesel,Automatic,84861,4,10302
Kia,Optima,2002,2.7,Diesel,Automatic,293857,5,3022
Honda,CR-V,2019,1.1,Petrol,Automatic,159120,1,9217
Hyundai,Elantra,2012,4.7,Diesel,Semi-Automatic,1565,2,12368
Audi,A3,2012,3.3,Electric,Semi-Automatic,156438,4,9871
BMW,3 Series,2020,3.1,Hybrid,Automatic,156278,5,12574
Volkswagen,Golf,2022,2.3,Electric,Automatic,137767,5,13744
Ford,Fiesta,2015,3.3,Electric,Semi-Automatic,160346,5,10693
Chevrolet,Equinox,2021,1.5,Petrol,Automatic,52952,3,12340
BMW,5 Series,2023,2.9,Petrol,Manual,46588,5,12968
BMW,5 Series,2022,4.2,Diesel,Automatic,51622,2,15367
Chevrolet,Impala,2017,3.9,Electric,Semi-Automatic,106704,4,12965
Mercedes,E-Class,2011,1.1,Hybrid,Semi-Automatic,78434,2,7931
Ford,Fiesta,2006,3.9,Hybrid,Semi-Automatic,239992,2,6000
Audi,A3,2017,2.6,Diesel,Manual,122433,3,9351
Kia,Sportage,2005,2.0,Diesel,Manual,2587,5,7548
Honda,CR-V,2005,4.4,Electric,Manual,38437,3,11231
Chevrolet,Impala,2014,4.1,Petrol,Semi-Automatic,102784,3,10344
Volkswagen,Passat,2006,2.9,Diesel,Automatic,195789,4,6384
Kia,Sportage,2016,4.2,Diesel,Manual,99794,5,11104
Kia,Rio,2013,1.5,Diesel,Semi-Automatic,143174,4,6636
Chevrolet,Malibu,2014,4.1,Diesel,Automatic,30639,2,13287
Hyundai,Sonata,2011,2.3,Electric,Automatic,132009,3,10559
Audi,A4,2011,3.5,Electric,Manual,155375,4,9792
Ford,Explorer,2004,3.6,Petrol,Automatic,189756,3,6604
Toyota,Corolla,2010,3.9,Diesel,Semi-Automatic,149067,2,8018
Ford,Explorer,2021,1.7,Diesel,Manual,250370,4,7092
Toyota,Corolla,2021,1.4,Hybrid,Automatic,279321,5,8713
BMW,X5,2010,3.3,Electric,Manual,189540,4,8609
Hyundai,Tucson,2006,1.6,Hybrid,Semi-Automatic,102680,4,6446
Hyundai,Elantra,2015,3.7,Petrol,Automatic,215906,2,9481
Mercedes,E-Class,2002,1.7,Diesel,Manual,116977,5,4060
Hyundai,Tucson,2012,4.7,Hybrid,Manual,159236,2,10215
Mercedes,C-Class,2021,2.4,Diesel,Manual,94705,4,10905
Hyundai,Sonata,2018,2.3,Electric,Semi-Automatic,245073,5,8898
Audi,Q5,2020,2.5,Diesel,Automatic,188803,1,10323
Ford,Focus,2001,1.2,Petrol,Semi-Automatic,219120,4,2000
Chevrolet,Equinox,2002,2.2,Hybrid,Manual,23277,2,7434
Ford,Fiesta,2017,1.1,Hybrid,Automatic,9177,2,12616
Mercedes,E-Class,2005,4.9,Diesel,Manual,133103,4,7837
Honda,Civic,2006,1.4,Petrol,Manual,142293,3,4454
Audi,A4,2018,2.9,Petrol,Automatic,107147,5,11757
Kia,Sportage,2000,4.4,Diesel,Manual,21303,1,8073
BMW,3 Series,2020,4.6,Petrol,Semi-Automatic,132791,3,12044
